timestamp,angular_velocity.x,angular_velocity.y,angular_velocity.z,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z
0.0,0.0035003875382244,-2.658932498889044e-05,-1.6141464584507048e-05,0.1105511337518692,-9.690024375915527,-0.2178916037082672
0.005017280578613281,-0.0017356002936139,-2.658932498889044e-05,0.0034745170269161,0.1312992721796035,-9.70677375793457,-0.1378823220729828
0.010034322738647461,-0.0017356002936139,0.0017187398625537,-1.6141464584507048e-05,0.1514384895563125,-9.68644905090332,-0.1370560675859451
0.015052556991577148,9.72897032625042e-06,-0.0017719186143949,-1.6141464584507048e-05,0.1509977132081985,-9.687901496887209,-0.1770472526550293
0.020069599151611328,9.72897032625042e-06,0.0052093984559178,-1.6141464584507048e-05,0.1310788840055465,-9.707500457763672,-0.1578779071569442
0.025086402893066406,9.72897032625042e-06,-0.0052625769749283,-1.6141464584507048e-05,0.1109919100999832,-9.68857192993164,-0.1779004335403442
0.030104875564575195,9.72897032625042e-06,0.0034640692174434,-1.6141464584507048e-05,0.1314355880022049,-9.686784744262695,-0.1374826580286026
0.035121917724609375,9.72897032625042e-06,-2.658932498889044e-05,-1.6141464584507048e-05,0.1312992721796035,-9.70677375793457,-0.1378823220729828
0.04014015197753906,9.72897032625042e-06,0.0017187398625537,-1.6141464584507048e-05,0.1503683924674987,-9.748595237731934,-0.1982418596744537
0.04515719413757324,-0.0017356002936139,-2.658932498889044e-05,-1.6141464584507048e-05,0.1515225619077682,-9.70571231842041,-0.117460161447525
0.05017399787902832,9.72897032625042e-06,0.0017187398625537,-1.6141464584507048e-05,0.1515225619077682,-9.70571231842041,-0.117460161447525
0.0551915168762207,9.72897032625042e-06,-2.658932498889044e-05,-1.6141464584507048e-05,0.1313515156507492,-9.667522430419922,-0.1570785641670227
0.06020975112915039,-0.0017356002936139,-2.658932498889044e-05,-1.6141464584507048e-05,0.1317922919988632,-9.666069984436035,-0.1170874089002609
0.06522679328918457,9.72897032625042e-06,-2.658932498889044e-05,0.0017291877884417,0.0910730808973312,-9.708169937133787,-0.1587310880422592
0.07024407386779785,9.72897032625042e-06,-2.658932498889044e-05,-1.6141464584507048e-05,0.1511658579111099,-9.72642707824707,-0.1378554105758667
0.07526206970214844,-0.0017356002936139,0.0017187398625537,0.0017291877884417,0.1309425681829452,-9.727489471435549,-0.1582775861024856
0.08027935028076172,-0.0017356002936139,-2.658932498889044e-05,-1.6141464584507048e-05,0.1105829626321792,-9.748538970947266,-0.1790994703769683
0.0852975845336914,9.72897032625042e-06,0.0017187398625537,-1.6141464584507048e-05,0.1310788840055465,-9.707500457763672,-0.1578779071569442
0.09031438827514648,-0.003480929415673,-2.658932498889044e-05,-1.6141464584507048e-05,0.1314355880022049,-9.686784744262695,-0.1374826580286026
0.09533190727233887,9.72897032625042e-06,0.0017187398625537,0.0034745170269161,0.1517111212015152,-9.64647102355957,-0.1362567096948623
0.10034918785095215,-0.0017356002936139,0.0034640692174434,-1.6141464584507048e-05,0.1314355880022049,-9.686784744262695,-0.1374826580286026
0.10536718368530273,9.72897032625042e-06,0.0052093984559178,-0.0017614706885069,0.1309425681829452,-9.727489471435549,-0.1582775861024856
0.11038446426391602,-0.0069715878926217,0.0017187398625537,0.0017291877884417,0.1509454697370529,-9.727153778076172,-0.1578509956598281
0.1154026985168457,-0.0017356002936139,-2.658932498889044e-05,0.0034745170269161,0.1511658579111099,-9.72642707824707,-0.1378554105758667
0.12041997909545898,9.72897032625042e-06,0.0017187398625537,-1.6141464584507048e-05,0.1513021737337112,-9.706438064575195,-0.1374557316303253
